country	year	january	february	march	april	may	june	july	august	september	october	november	december
Finlande	2000	-1.4	6.3	11.6	11.0	14.1	24.6	21.6	18.7	13.8	12.4	9.7	-2.1
Finlande	2001	-1.6	2.6	11.9	10.8	14.2	23.7	23.5	25.8	14.4	11.9	4.2	2.8
Finlande	2002	-3.7	-0.5	9.9	8.5	12.7	23.0	28.0	27.8	19.2	14.7	6.2	-1.3
Finlande	2003	0.9	3.0	8.4	10.6	15.4	21.4	28.7	24.9	11.3	5.7	4.2	2.3
Finlande	2004	0.8	2.1	7.2	8.7	15.4	21.1	20.9	19.2	18.9	14.9	2.4	-0.0
Finlande	2005	-4.5	-2.8	3.8	13.2	17.6	23.5	28.8	20.5	13.9	14.0	3.2	-4.5
Finlande	2006	-3.2	6.5	11.3	8.0	14.3	20.7	26.0	24.0	17.7	13.6	2.1	1.8
Finlande	2007	0.9	2.4	8.3	5.9	10.1	17.9	23.3	18.3	11.8	12.0	8.6	-2.0
Finlande	2008	0.4	5.6	10.7	12.1	19.5	20.6	28.9	18.3	16.0	8.0	6.6	-2.2
Finlande	2009	-3.3	6.3	5.1	13.9	18.7	22.2	25.0	29.6	17.9	9.1	4.3	0.0
Finlande	2010	1.5	-2.4	3.2	6.6	16.1	22.5	19.2	19.0	19.7	6.4	5.6	3.7
Finlande	2011	-2.6	2.0	4.3	7.0	18.7	18.9	22.0	24.9	13.6	9.6	1.5	-4.6
Finlande	2012	2.1	3.9	2.4	5.9	12.7	23.1	24.3	26.6	10.5	8.0	4.2	-2.2
Finlande	2013	-0.6	0.8	4.2	13.9	11.5	18.2	19.7	27.8	12.4	11.8	4.9	0.6
Finlande	2014	-4.6	-2.6	9.9	11.8	14.1	16.6	18.6	27.9	10.4	9.2	0.5	0.9
Finlande	2015	2.5	0.2	3.8	5.1	10.5	23.7	19.5	18.8	10.6	5.9	8.2	4.4
Finlande	2016	-1.8	1.6	3.3	14.1	13.8	17.4	26.3	28.9	15.1	9.1	1.9	-3.1
Finlande	2017	-1.4	6.6	4.3	13.1	17.7	19.8	21.9	29.7	17.9	12.1	8.1	0.7
Finlande	2018	-1.9	1.8	8.2	5.6	14.5	20.6	29.7	20.5	14.2	11.3	5.6	-3.3
Finlande	2019	-3.7	3.0	4.1	8.4	10.8	22.9	18.7	22.8	10.7	12.2	2.3	-3.0
Finlande	2020	-2.2	4.9	5.1	8.3	12.5	22.3	22.1	18.9	13.2	9.2	4.6	2.5
Islande	1950	-4.3	-1.7	3.8	12.5	15.7	16.5	23.8	27.8	14.0	9.7	1.3	-3.1
Islande	1951	2.8	0.8	8.1	11.7	16.0	23.9	22.1	21.1	14.8	13.2	4.9	-2.8
Islande	1952	-2.6	6.1	11.8	6.3	15.5	17.2	29.0	23.2	12.6	9.5	6.0	-2.8
Islande	1953	3.4	3.4	5.1	6.6	16.6	20.8	28.5	28.7	19.2	15.0	7.9	3.7
Islande	1954	-4.8	4.2	9.0	10.3	17.7	23.1	25.9	29.7	14.3	9.7	5.8	3.2
Islande	1955	-1.2	-2.3	2.5	14.3	18.3	20.2	20.9	22.3	16.3	8.4	7.8	1.8
Islande	1956	-3.7	-0.8	4.3	10.1	19.6	23.6	24.5	23.9	18.4	8.6	6.7	0.2
Islande	1957	-2.6	-1.6	8.9	11.3	16.8	24.8	29.8	26.4	15.0	7.7	3.0	0.7
Islande	1958	-2.8	3.6	11.1	11.6	11.3	24.5	29.9	29.0	16.5	8.6	4.4	-1.9
Islande	1959	-3.2	-3.0	4.6	7.1	15.8	17.9	28.1	18.8	13.9	5.2	3.6	0.6
Islande	1960	-3.5	-2.4	10.4	5.2	15.3	21.4	24.6	25.6	12.9	7.2	4.8	-4.9
Islande	1961	-2.8	1.4	7.3	12.7	15.7	24.4	27.6	23.4	17.9	6.5	5.5	-3.2
Islande	1962	-3.4	6.9	8.1	7.3	11.5	22.9	28.1	26.1	10.2	11.3	1.1	-2.0
Islande	1963	-3.6	4.0	2.3	14.2	13.1	21.7	22.2	28.0	19.1	13.1	4.0	-0.3
Islande	1964	3.9	-1.7	3.5	6.9	16.4	22.3	20.3	18.0	15.6	12.2	9.6	1.2
Islande	1965	3.5	3.4	2.3	10.8	16.5	19.8	24.9	25.6	13.5	6.7	5.5	1.9
Islande	1966	-0.9	6.0	8.1	13.8	13.2	17.2	27.8	21.7	13.3	13.4	2.1	4.0
Islande	1967	-2.2	0.5	11.7	13.9	19.2	16.8	27.1	25.3	12.9	7.5	8.2	-4.5
Islande	1968	-3.1	1.6	2.6	9.9	10.4	19.3	19.3	29.3	13.7	10.1	7.1	-0.4
Islande	1969	-4.4	1.6	3.2	9.7	15.3	15.8	26.1	24.6	15.7	10.0	7.6	2.5
Islande	1970	-4.1	-0.3	3.1	6.2	10.3	17.2	28.0	19.7	16.8	13.5	1.5	4.3
Islande	1971	-4.1	2.7	10.7	12.3	11.6	24.4	24.6	22.5	12.5	5.4	9.1	-4.9
Islande	1972	3.4	-2.3	7.1	7.1	19.4	16.0	20.7	21.3	12.8	14.3	3.0	-4.7
Islande	1973	3.1	3.1	8.7	8.0	18.9	17.2	29.8	18.4	13.7	6.5	3.4	3.0
Islande	1974	0.6	-0.5	8.6	10.2	15.4	15.2	24.4	23.5	14.9	8.3	9.9	-1.4
Islande	1975	2.5	4.9	3.5	12.9	12.6	20.8	27.6	28.2	14.5	5.6	8.9	0.4
Islande	1976	-2.4	-0.5	7.2	8.1	14.1	15.5	22.0	29.7	14.6	7.0	7.5	2.2
Islande	1977	1.5	0.3	2.3	13.5	15.8	17.5	20.1	24.3	12.8	14.5	5.2	-3.1
Islande	1978	-4.3	5.1	4.3	14.1	18.8	18.0	18.4	25.1	12.1	5.9	2.1	-1.5
Islande	1979	4.0	1.1	3.2	10.8	18.6	24.8	22.5	22.5	13.4	6.8	6.0	1.1
Islande	1980	1.9	-2.6	3.2	8.0	17.3	22.9	29.6	26.9	13.6	11.5	3.8	-2.2
Islande	1981	3.3	5.8	8.8	7.0	14.0	20.1	26.9	22.3	12.3	11.8	8.1	-3.6
Islande	1982	0.9	4.5	3.9	9.9	10.1	23.5	28.4	29.5	11.0	5.4	7.8	1.6
Islande	1983	4.5	-0.9	5.9	6.0	19.8	20.1	28.4	28.6	16.5	6.9	1.7	-4.4
Islande	1984	3.8	5.8	3.7	5.8	11.3	18.0	22.3	25.1	10.2	8.7	7.6	-3.2
Islande	1985	-4.6	-1.9	6.3	11.8	19.7	16.5	21.0	29.4	17.8	10.7	9.1	-4.2
Islande	1986	-0.4	2.1	5.1	5.4	19.9	15.1	25.7	28.4	15.9	6.0	3.7	-2.1
Islande	1987	-4.5	-2.1	8.3	11.7	15.3	20.4	19.0	29.9	17.5	8.6	7.2	-4.8
Islande	1988	4.9	-0.0	7.3	11.2	11.2	20.6	20.2	24.6	20.0	11.4	6.9	4.0
Islande	1989	1.6	-1.8	6.8	14.1	11.2	20.4	27.4	18.1	14.3	6.5	8.0	4.0
Islande	1990	3.7	-1.2	7.9	12.8	12.6	24.6	27.5	22.9	10.2	14.2	5.4	-2.0
Islande	1991	3.6	0.6	8.4	13.3	11.4	20.5	22.1	19.4	18.0	9.8	5.0	1.9
Islande	1992	-2.5	5.9	8.1	5.4	16.7	19.1	20.5	27.8	11.8	5.6	9.0	-1.4
Islande	1993	3.6	1.7	9.3	13.5	11.4	19.3	26.1	23.3	14.2	7.4	9.0	0.7
Islande	1994	1.6	6.3	3.2	7.8	14.6	20.5	21.2	29.2	14.0	6.5	3.3	4.1
Islande	1995	1.9	-0.7	6.9	5.6	19.9	22.5	23.8	27.5	19.9	5.7	2.6	-2.1
Islande	1996	-2.9	6.1	3.9	11.9	17.2	22.6	22.3	22.4	17.5	12.7	9.0	0.2
Islande	1997	-3.4	-2.5	5.5	8.9	18.6	22.5	23.3	21.7	11.5	13.7	1.7	-3.0
Islande	1998	-1.0	-0.7	8.5	6.1	10.5	18.5	22.3	18.8	14.9	9.1	4.6	-0.6
Islande	1999	3.6	0.5	10.0	13.8	19.1	18.7	26.8	20.9	19.0	10.6	4.4	-4.0
Islande	2000	1.3	0.5	3.8	13.8	14.1	21.1	20.8	24.7	10.7	13.3	3.6	0.4
Islande	2001	-3.0	6.0	6.1	10.6	15.3	24.3	20.0	25.2	14.7	9.3	1.3	0.4
Islande	2002	3.9	-1.2	4.1	9.7	12.9	23.2	20.0	27.5	16.5	6.0	2.5	-1.5
Islande	2003	-2.5	3.5	4.3	8.8	15.0	20.9	25.7	22.1	12.8	9.7	5.7	3.7
Islande	2004	-1.7	0.9	4.1	5.3	10.4	17.8	27.7	18.3	17.5	14.2	2.0	-0.7
Islande	2005	4.7	0.5	11.8	11.4	14.6	20.4	19.0	29.4	12.9	12.5	0.5	-4.1
Islande	2006	-0.1	1.2	6.4	6.8	13.0	21.0	28.2	23.5	15.8	8.3	4.9	2.5
Islande	2007	-2.0	-0.5	11.6	13.1	13.4	16.9	24.2	20.1	18.4	5.5	7.0	-0.7
Islande	2008	-0.8	-2.0	2.9	7.1	13.7	19.9	18.9	29.1	11.3	14.5	5.5	0.5
Islande	2009	3.4	0.9	2.4	6.4	17.1	20.6	22.8	23.5	12.2	14.5	8.9	0.7
Islande	2010	0.5	1.9	2.4	5.5	18.4	19.8	21.0	20.4	18.2	10.6	0.0	0.8
Islande	2011	1.1	5.8	8.8	7.5	10.1	21.1	29.5	29.3	10.4	6.0	0.4	4.5
Islande	2012	-1.6	-1.2	4.0	9.9	14.6	24.5	26.1	20.2	18.6	8.5	6.5	-2.9
Islande	2013	-0.6	0.5	4.4	8.3	13.7	18.2	19.6	18.6	11.4	9.3	0.1	2.8
Islande	2014	2.8	0.5	8.1	12.0	15.2	21.0	27.9	19.2	10.2	11.3	6.3	3.3
Islande	2015	1.0	-0.8	10.3	6.9	18.1	21.2	20.2	24.4	19.1	9.1	6.7	-1.8
Islande	2016	2.7	-2.0	3.2	10.7	17.4	21.2	29.1	23.3	12.4	12.1	3.7	-4.0
Islande	2017	3.8	4.3	9.2	12.1	15.4	15.3	27.7	23.7	16.0	6.3	7.7	0.6
Islande	2018	-1.2	2.5	5.3	8.0	10.0	15.3	26.0	18.3	11.3	10.5	7.3	-0.9
Islande	2019	0.2	6.8	8.7	7.9	14.0	22.8	26.0	26.2	20.0	13.4	1.5	-1.1
Islande	2020	-3.0	6.9	7.5	13.7	17.9	15.5	27.6	18.7	16.3	9.2	0.5	2.3
Grèce	1950	-2.0	-3.0	10.5	8.0	13.7	16.3	26.6	28.7	16.6	5.2	2.8	2.5
Grèce	1951	-1.7	0.3	8.3	6.0	10.2	20.5	21.1	24.8	19.7	11.3	6.1	2.7
Grèce	1952	3.7	2.9	7.2	9.4	19.9	15.7	28.6	27.6	11.5	7.7	5.2	-3.8
Grèce	1953	4.0	1.5	6.8	5.6	18.4	22.7	25.9	25.4	14.7	8.3	5.8	3.6
Grèce	1954	2.4	6.7	2.5	12.6	14.1	16.0	22.9	18.4	16.6	6.9	6.9	4.3
Grèce	1955	4.4	2.8	9.1	11.1	14.9	23.0	27.1	18.6	15.8	8.5	9.9	-1.0
Grèce	1956	-3.2	5.7	5.6	7.1	19.0	18.9	27.2	24.1	12.4	12.7	7.5	-2.2
Grèce	1957	0.2	4.1	9.1	10.4	15.2	20.7	20.7	24.9	14.6	11.9	6.2	1.3
Grèce	1958	2.2	2.7	7.4	11.1	14.1	22.1	28.1	21.7	17.9	7.4	4.3	-0.8
Grèce	1959	0.6	0.4	9.1	13.1	10.4	15.3	21.4	22.0	10.1	11.2	0.9	-2.8
Grèce	1960	2.8	-0.9	6.2	11.4	13.9	16.6	22.7	22.5	14.8	5.4	6.8	-1.1
Grèce	1961	2.9	7.0	8.8	9.5	14.5	16.9	19.5	20.1	14.4	5.4	5.2	4.8
Grèce	1962	3.4	-0.7	5.8	8.7	16.7	17.6	23.2	21.7	16.9	14.8	9.0	3.4
Grèce	1963	4.6	2.4	3.7	11.8	12.5	24.7	24.9	22.0	12.0	9.3	4.8	-0.3
Grèce	1964	0.6	5.4	5.8	8.7	12.7	16.3	26.9	24.3	16.0	9.2	8.7	-2.1
Grèce	1965	2.5	-1.4	11.3	5.9	15.4	24.4	29.3	28.5	12.2	12.4	0.9	-1.6
Grèce	1966	-2.2	6.1	10.4	9.6	19.6	15.8	27.7	26.6	13.6	7.4	1.6	-2.8
Grèce	1967	-3.9	4.0	2.6	6.9	16.2	17.6	19.2	22.6	10.2	13.6	7.4	1.4
Grèce	1968	-3.3	-1.2	11.6	6.4	16.7	15.5	18.9	22.1	18.9	6.7	5.8	-4.6
Grèce	1969	0.8	-1.2	4.2	12.2	15.3	16.8	29.8	29.9	16.5	11.5	8.8	4.9
Grèce	1970	-2.0	3.1	8.2	14.7	10.5	15.1	27.3	22.0	12.3	14.1	0.7	-4.6
Grèce	1971	4.4	-1.1	9.7	6.5	13.5	20.5	23.7	20.1	11.5	5.8	7.1	4.2
Grèce	1972	-3.7	4.1	7.9	8.8	19.8	24.7	28.0	18.7	10.5	11.1	8.9	2.3
Grèce	1973	0.0	6.2	9.7	7.5	19.9	17.5	23.7	29.8	18.7	9.6	5.8	-3.9
Grèce	1974	2.6	-2.5	4.4	15.0	13.6	21.6	21.6	29.4	11.6	12.6	6.8	1.3
Grèce	1975	1.0	0.3	4.9	9.2	18.8	21.4	28.9	20.5	14.5	8.9	2.5	-4.5
Grèce	1976	-2.8	5.6	10.2	8.2	10.6	23.9	20.6	18.0	14.8	11.0	6.7	-0.3
Grèce	1977	-0.1	3.4	8.5	14.0	19.0	18.2	28.0	18.6	19.0	13.5	1.6	-1.6
Grèce	1978	2.4	-1.6	9.3	14.8	17.3	23.1	20.7	25.8	10.8	12.4	2.4	0.2
Grèce	1979	-1.4	3.0	11.7	14.9	11.1	19.5	23.7	19.5	10.1	6.3	6.4	4.2
Grèce	1980	0.9	5.1	5.1	6.2	14.7	21.1	25.1	18.1	12.9	5.2	6.8	0.5
Grèce	1981	-0.8	3.4	3.3	11.6	13.5	22.6	18.7	26.4	12.4	9.8	2.5	-5.0
Grèce	1982	2.9	4.4	2.9	12.2	17.2	18.8	25.8	18.7	15.0	9.0	8.7	3.3
Grèce	1983	-3.8	2.8	7.0	9.2	13.0	18.2	24.1	25.0	19.7	11.8	7.1	-4.4
Grèce	1984	-2.1	5.2	5.2	14.5	13.0	18.6	23.2	26.8	13.0	9.4	2.4	-2.1
Grèce	1985	1.7	2.1	2.6	9.4	14.7	17.4	22.0	27.4	16.6	11.2	0.7	-0.9
Grèce	1986	4.8	5.1	10.9	13.8	19.7	24.4	18.7	18.3	18.6	12.2	2.8	-2.7
Grèce	1987	3.7	-1.4	8.8	12.7	13.0	21.7	18.6	22.6	12.1	5.7	1.1	-0.2
Grèce	1988	-1.1	4.3	6.3	10.0	16.8	17.1	28.4	26.7	13.7	10.8	6.9	1.9
Grèce	1989	-3.5	2.3	11.2	9.9	19.8	17.0	20.2	22.9	15.4	6.3	9.5	2.6
Grèce	1990	0.0	-0.7	8.7	12.3	18.7	23.0	20.3	19.6	12.7	7.0	9.5	-0.9
Grèce	1991	-2.6	1.4	11.6	14.6	17.0	23.2	28.1	23.2	10.9	13.2	5.4	4.5
Grèce	1992	-5.0	3.9	8.3	5.3	16.1	16.7	26.3	23.2	11.0	12.0	6.6	0.8
Grèce	1993	3.5	1.9	8.2	6.2	13.2	16.4	18.6	26.6	12.7	5.7	0.3	-0.7
Grèce	1994	-5.0	3.9	9.5	9.5	17.7	19.4	23.5	29.8	14.7	8.3	8.9	-0.2
Grèce	1995	4.8	5.6	11.2	9.7	17.3	16.3	20.3	25.2	15.7	11.6	1.3	-4.7
Grèce	1996	-1.1	4.6	8.2	11.1	19.2	15.3	19.0	30.0	16.1	9.9	5.7	2.6
Grèce	1997	-5.0	4.2	10.3	14.4	18.0	16.1	29.0	18.6	10.5	7.9	8.5	-0.8
Grèce	1998	-3.6	5.1	5.4	7.7	14.5	19.8	23.8	26.6	14.6	13.5	7.9	4.4
Grèce	1999	-1.3	6.6	9.9	5.8	10.1	19.3	19.7	18.3	11.1	5.2	5.3	2.4
Grèce	2000	-4.0	1.6	11.4	5.7	13.1	16.5	21.3	22.0	16.9	7.3	1.0	2.7
Grèce	2001	2.9	4.9	4.5	6.9	12.0	24.9	20.7	18.2	12.5	11.3	0.6	0.3
Grèce	2002	1.3	-1.6	9.2	8.2	15.2	18.0	28.5	29.1	19.1	7.0	1.5	1.7
Grèce	2003	4.1	-2.2	8.8	9.9	12.6	25.0	19.1	20.0	17.1	5.2	0.2	2.8
Grèce	2004	0.3	3.7	5.1	8.9	18.9	17.2	28.2	21.0	14.0	5.4	8.6	-2.6
Grèce	2005	-0.5	-0.3	9.5	7.5	14.0	15.9	19.4	25.7	11.6	12.2	4.1	-4.5
Grèce	2006	-4.2	4.9	5.6	11.1	19.8	20.1	27.5	26.9	15.7	5.6	2.2	1.8
Grèce	2007	-1.6	4.2	10.0	7.0	18.3	16.3	21.5	27.6	19.0	10.6	0.5	0.1
Grèce	2008	-2.4	-1.3	4.5	7.9	12.7	15.6	18.5	27.2	11.8	14.6	3.9	0.3
Grèce	2009	1.2	-2.9	11.1	12.9	16.5	20.1	23.7	28.0	19.2	9.7	0.3	2.4
Grèce	2010	-3.9	-0.7	10.2	6.4	12.3	17.6	22.4	26.9	13.5	7.4	3.2	0.3
Grèce	2011	-4.2	-2.4	9.0	6.6	17.4	19.6	27.3	27.7	10.7	7.4	4.6	-0.3
Grèce	2012	-4.1	3.8	4.7	8.7	17.9	16.4	26.9	26.4	15.2	13.3	9.6	3.1
Grèce	2013	-2.7	3.2	6.5	6.8	10.4	17.7	19.4	20.4	12.3	13.6	4.6	-2.7
Grèce	2014	2.1	3.3	5.1	8.5	10.4	18.4	18.7	22.5	11.0	6.0	3.9	2.3
Grèce	2015	0.8	0.4	4.3	8.8	15.8	18.8	26.5	25.1	16.0	9.1	6.2	0.6
Grèce	2016	2.3	3.3	3.1	10.8	16.8	22.9	26.6	20.3	15.2	12.3	8.1	-3.7
Grèce	2017	-0.0	-1.3	4.9	10.0	17.8	23.3	24.5	23.3	10.9	9.7	2.4	1.7
Grèce	2018	-3.1	-1.3	8.8	5.7	14.5	19.2	27.7	26.8	11.5	6.4	3.8	-4.9
Grèce	2019	0.5	-2.5	4.7	11.4	16.3	16.5	29.3	26.4	11.6	14.2	2.6	-3.8
Grèce	2020	-2.7	6.0	7.3	5.5	20.0	20.2	26.7	29.9	14.4	12.8	6.1	-1.8
Irlande	1950	3.7	-1.2	2.6	9.4	12.0	21.5	26.6	24.9	12.4	10.3	0.6	-1.8
Irlande	1951	0.1	-1.9	3.6	10.3	14.2	24.9	28.0	28.4	11.9	9.4	4.3	3.1
Irlande	1952	4.4	1.2	8.7	6.2	19.6	21.5	26.5	27.7	15.8	7.7	6.9	2.8
Irlande	1953	4.6	7.0	4.5	13.8	10.9	24.9	25.9	25.7	13.6	12.3	1.3	-0.7
Irlande	1954	-0.5	3.6	9.0	7.0	19.9	19.9	29.8	18.7	16.4	9.2	2.6	-0.2
Irlande	1955	3.0	5.7	6.8	14.1	12.2	18.9	18.4	28.6	17.3	9.4	4.1	-1.8
Irlande	1956	-3.0	4.9	10.4	8.4	12.5	20.7	18.7	24.9	17.5	8.5	4.3	3.1
Irlande	1957	1.3	1.7	3.8	7.2	19.8	21.2	28.0	24.6	16.1	7.0	4.1	3.8
Irlande	1958	5.0	4.8	10.5	14.4	11.7	15.9	21.3	27.3	14.7	13.1	5.6	-4.9
Irlande	1959	1.7	-2.4	6.0	8.8	13.0	21.7	28.2	26.1	11.1	8.9	7.1	0.9
Irlande	1960	-1.6	5.6	8.1	10.0	12.8	20.5	26.7	19.6	12.3	9.4	5.7	2.8
Irlande	1961	0.2	0.1	5.8	6.0	11.4	25.0	24.4	27.3	14.1	7.7	3.3	3.4
Irlande	1962	-2.0	0.9	11.2	8.4	15.6	15.6	19.9	25.1	13.4	6.0	0.4	-0.7
Irlande	1963	1.2	-3.0	5.3	14.3	17.5	22.1	25.3	29.4	15.0	12.5	4.9	1.2
Irlande	1964	-4.7	0.7	8.4	11.8	10.4	17.7	24.4	23.3	12.4	13.9	0.5	4.2
Irlande	1965	-3.4	3.8	9.4	11.4	13.4	20.0	28.1	19.4	13.0	10.9	9.0	0.5
Irlande	1966	4.2	-2.3	9.8	7.0	12.3	15.4	29.5	24.2	16.8	6.5	2.4	3.9
Irlande	1967	-3.7	-1.0	10.4	10.7	18.0	23.5	21.5	23.4	18.4	10.3	2.6	-4.7
Irlande	1968	-4.8	-2.7	5.8	8.2	19.6	16.3	19.3	18.9	15.9	6.4	9.4	1.5
Irlande	1969	2.4	-2.9	3.1	9.0	10.0	23.1	18.5	22.9	11.3	11.1	8.5	0.7
Irlande	1970	1.7	2.8	3.0	9.9	16.6	16.5	25.3	22.7	16.4	12.7	3.7	3.9
Irlande	1971	2.8	2.5	3.8	9.4	15.1	16.8	28.6	22.5	19.3	7.2	8.1	-0.6
Irlande	1972	-2.1	1.2	6.0	5.0	15.9	24.1	23.2	25.1	11.5	9.7	5.4	2.7
Irlande	1973	0.3	4.9	6.9	11.9	19.3	15.3	27.3	18.6	11.9	12.8	6.1	-3.7
Irlande	1974	2.5	5.4	8.7	9.3	19.8	22.6	22.3	28.2	17.2	7.2	7.1	-4.6
Irlande	1975	-2.7	-2.6	9.0	11.5	19.3	21.7	18.1	22.0	11.2	9.8	1.6	-4.9
Irlande	1976	3.8	2.2	7.1	9.7	15.9	20.0	23.5	20.4	16.5	6.8	6.3	3.2
Irlande	1977	2.6	-1.8	6.7	12.9	16.7	18.6	29.8	21.1	13.8	9.2	9.7	-4.0
Irlande	1978	2.3	1.6	8.2	5.8	15.1	20.0	20.1	23.3	16.6	9.1	6.6	3.7
Irlande	1979	1.6	4.0	10.6	7.6	13.5	19.8	22.9	24.2	20.0	14.5	3.0	0.2
Irlande	1980	-4.4	3.2	2.8	6.0	19.3	17.1	23.0	19.4	18.1	9.4	5.9	-1.7
Irlande	1981	-3.3	2.4	5.4	13.9	18.2	22.9	27.7	18.4	11.4	14.9	7.2	0.9
Irlande	1982	0.5	5.2	9.3	9.0	13.6	24.8	22.1	18.9	16.8	10.1	8.9	2.5
Irlande	1983	2.0	1.1	3.3	7.5	17.1	23.0	24.7	21.2	13.9	9.7	4.7	-1.3
Irlande	1984	1.1	-0.2	3.1	13.1	17.6	23.4	23.2	21.6	14.2	14.0	3.9	4.5
Irlande	1985	2.1	2.2	8.0	9.4	16.4	15.8	19.4	28.2	15.5	7.2	5.6	-4.2
Irlande	1986	2.7	-0.4	7.9	13.2	15.3	20.8	23.4	26.0	16.0	14.8	5.0	3.8
Irlande	1987	2.8	3.8	3.1	7.8	13.6	24.1	27.5	25.3	16.8	9.3	4.0	4.4
Irlande	1988	4.3	3.1	3.9	11.8	12.8	17.8	29.1	25.5	17.5	12.6	2.5	3.5
Irlande	1989	2.0	5.3	5.1	7.4	10.9	20.9	24.1	22.9	13.9	6.7	1.8	-4.8
Irlande	1990	-4.2	3.5	8.1	5.0	11.6	19.9	23.1	22.9	14.9	14.6	2.6	4.4
Irlande	1991	1.9	-1.9	9.8	10.7	18.9	24.0	28.9	20.1	17.2	7.3	5.1	-0.3
Irlande	1992	-2.5	5.9	6.7	12.3	19.7	18.5	18.6	21.7	10.6	7.1	1.6	-3.2
Irlande	1993	4.3	-0.1	7.4	10.9	17.6	15.0	24.6	28.3	18.9	8.6	8.0	1.6
Irlande	1994	1.7	5.2	8.3	6.9	18.8	18.9	23.1	20.0	19.9	13.7	5.1	2.3
Irlande	1995	-2.9	6.5	8.0	8.5	15.8	19.5	22.1	24.6	16.2	10.1	4.9	-2.5
Irlande	1996	-2.4	1.3	5.3	13.5	17.3	21.9	18.7	23.5	13.2	11.8	6.8	-0.8
Irlande	1997	4.3	-0.0	11.3	10.1	15.0	17.4	25.1	25.2	11.3	9.5	3.0	-3.6
Irlande	1998	-0.2	-2.6	4.1	11.8	10.1	21.2	28.3	21.3	11.4	10.9	2.4	0.3
Irlande	1999	2.3	0.5	2.1	13.0	15.1	19.9	20.4	25.4	13.4	9.9	9.1	3.2
Irlande	2000	2.5	0.5	10.7	9.7	13.2	15.1	28.8	18.3	12.7	5.2	3.7	-4.0
Irlande	2001	-3.9	5.9	8.3	5.5	16.4	15.4	28.0	22.7	17.5	10.0	8.4	0.3
Irlande	2002	1.8	1.7	9.0	10.5	12.0	22.0	28.5	26.9	14.4	13.7	4.3	-0.7
Irlande	2003	2.8	3.8	9.5	8.6	15.5	19.2	19.4	29.8	11.3	5.5	6.9	3.6
Irlande	2004	-1.4	3.8	11.8	13.9	19.6	19.1	18.9	19.0	19.1	12.7	0.8	-2.2
Irlande	2005	-4.8	4.4	5.6	7.7	15.4	17.1	20.9	18.4	10.6	11.3	7.2	3.5
Irlande	2006	4.1	-2.0	11.6	10.7	10.5	16.2	26.3	22.1	17.0	5.9	9.1	2.4
Irlande	2007	-0.7	-1.8	6.3	7.1	10.5	19.7	24.9	22.1	12.2	8.9	4.1	4.4
Irlande	2008	2.1	6.0	4.8	5.3	14.4	19.3	21.5	27.8	14.4	14.0	6.2	-3.6
Irlande	2009	-0.6	0.9	9.3	13.9	17.9	23.9	26.8	20.6	10.8	10.2	4.6	-1.3
Irlande	2010	-0.2	1.0	7.2	14.2	12.6	17.8	22.8	24.5	18.6	13.3	8.7	-3.6
Irlande	2011	-4.3	1.0	5.9	12.1	16.1	15.3	19.9	22.5	11.0	13.1	7.3	-3.8
Irlande	2012	5.0	6.8	9.5	10.6	10.2	23.6	26.4	30.0	11.7	9.0	7.6	-4.0
Irlande	2013	3.3	-0.9	2.2	11.7	11.7	21.9	21.7	29.1	13.8	5.2	1.8	0.4
Irlande	2014	-3.9	5.6	5.6	12.2	14.2	18.8	18.7	23.4	14.8	12.8	5.2	-4.7
Irlande	2015	2.2	0.4	4.7	8.8	11.1	18.3	25.3	19.5	18.3	10.2	1.9	2.0
Irlande	2016	1.7	6.1	8.4	14.0	11.4	15.7	18.5	29.2	17.2	12.9	5.5	-1.8
Irlande	2017	-4.8	0.9	11.6	13.0	18.2	15.9	20.5	28.4	13.2	12.4	8.8	-4.7
Irlande	2018	3.5	6.7	5.8	10.8	16.0	18.6	26.1	24.1	16.6	13.1	7.1	-0.5
Irlande	2019	2.3	5.7	9.9	14.1	11.6	24.8	28.6	18.9	18.2	10.0	0.4	4.3
Irlande	2020	-1.7	0.8	5.8	9.6	10.9	22.2	21.1	19.9	15.9	9.0	4.4	2.2
Royaume-Uni	1950	3.8	3.2	6.4	6.0	11.7	18.1	22.4	22.2	16.5	8.6	5.2	2.5
Royaume-Uni	1951	-1.0	6.8	6.2	10.0	14.3	22.6	27.7	19.4	16.2	11.2	0.9	-0.1
Royaume-Uni	1952	1.7	-2.8	4.0	6.1	11.9	24.4	28.0	24.2	13.9	11.5	5.1	-3.2
Royaume-Uni	1953	-1.7	6.3	5.6	7.4	18.0	18.9	27.8	22.4	13.2	14.6	0.5	4.6
Royaume-Uni	1954	-4.7	3.8	5.8	12.5	19.8	19.9	25.3	25.9	19.8	6.0	0.6	2.0
Royaume-Uni	1955	-0.7	-1.2	4.5	7.6	17.8	23.3	18.0	28.0	10.6	10.7	3.6	-4.8
Royaume-Uni	1956	3.7	4.6	11.1	10.3	14.2	23.2	23.3	28.9	15.9	7.4	8.9	4.2
Royaume-Uni	1957	1.1	6.9	5.7	10.2	11.1	17.4	25.8	22.8	19.8	7.2	4.5	4.5
Royaume-Uni	1958	2.5	5.6	3.6	5.7	10.8	21.3	21.1	27.0	14.2	12.7	9.8	-0.5
Royaume-Uni	1959	0.6	6.5	2.6	14.9	18.5	15.7	18.2	22.5	16.3	5.7	1.4	2.3
